Work Item Type,Title 1,Title 2,Title 3,Title 4,State,Description,Acceptance Criteria,Tags
Task,,,,Commit and link implementation evidence for Create lab operations and service utilization marts,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create lab operations and service utilization marts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Lab-Operations; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Create reporting trust mart,,New,"As a data steward, I want create reporting trust mart so that data quality pass/fail status and governance readiness can be reported.",Deliverable exists at sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Reporting-Trust; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Create reporting trust mart,New,Create the first complete version of the artifact or implementation for Create reporting trust mart.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Reporting-Trust; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Create reporting trust mart,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create reporting trust mart.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Reporting-Trust; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Commit and link implementation evidence for Create reporting trust mart,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create reporting trust mart.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Reporting-Trust; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Epic,Data Quality & Governance,,,,New,"Implement quality rules, KPI dictionary entries, validation queries, lineage, scorecards, and ownership/security assumptions.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; Data-Quality; Governance; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Feature,,Quality Rule Framework,,,New,Implement reportable data quality checks in SQL and Python.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Quality; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
User Story,,,Create governance quality rule metadata table,,New,"As a data steward, I want create governance quality rule metadata table so that quality rules have IDs, descriptions, severity, scope, and owners.",Deliverable exists at sql/07_data_quality_checks.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Quality-Rules; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Draft/build artifact for Create governance quality rule metadata table,New,Create the first complete version of the artifact or implementation for Create governance quality rule metadata table.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Quality-Rules; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Validate and document Create governance quality rule metadata table,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create governance quality rule metadata table.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Quality-Rules; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Commit and link implementation evidence for Create governance quality rule metadata table,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create governance quality rule metadata table.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Quality-Rules; Evidence; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
User Story,,,"Implement completeness, uniqueness, and referential integrity checks",,New,"As a data steward, I want implement completeness, uniqueness, and referential integrity checks so that missing keys, duplicates, and orphaned records are detected.",Deliverable exists at sql/07_data_quality_checks.sql; src/run_quality_checks.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Completeness; RI; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,"Draft/build artifact for Implement completeness, uniqueness, and referential integrity checks",New,"Create the first complete version of the artifact or implementation for Implement completeness, uniqueness, and referential integrity checks.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Completeness; RI; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,"Validate and document Implement completeness, uniqueness, and referential integrity checks",New,"Check the work against acceptance criteria, document assumptions, and record evidence for Implement completeness, uniqueness, and referential integrity checks.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Completeness; RI; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
User Story,,,"Implement validity, consistency, and freshness checks",,New,"As a data steward, I want implement validity, consistency, and freshness checks so that invalid dates, inconsistent categories, and stale loads are detected.",Deliverable exists at sql/07_data_quality_checks.sql; src/run_quality_checks.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Validity; Freshness; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,"Draft/build artifact for Implement validity, consistency, and freshness checks",New,"Create the first complete version of the artifact or implementation for Implement validity, consistency, and freshness checks.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Validity; Freshness; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,"Validate and document Implement validity, consistency, and freshness checks",New,"Check the work against acceptance criteria, document assumptions, and record evidence for Implement validity, consistency, and freshness checks.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Validity; Freshness; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
User Story,,,Persist quality check results,,New,"As a data steward, I want persist quality check results so that quality check runs are stored for reporting trust and auditability.",Deliverable exists at sql/07_data_quality_checks.sql; src/run_quality_checks.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Audit; Reporting-Trust; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Draft/build artifact for Persist quality check results,New,Create the first complete version of the artifact or implementation for Persist quality check results.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Audit; Reporting-Trust; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Validate and document Persist quality check results,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Persist quality check results.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Audit; Reporting-Trust; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Commit and link implementation evidence for Persist quality check results,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Persist quality check results.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Audit; Reporting-Trust; Evidence; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Feature,,KPI Dictionary and Validation,,,New,Define and validate governed dashboard metrics.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; KPI; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Define core KPI dictionary entries,,New,"As a data steward, I want define core kpi dictionary entries so that total encounters, unique patients, average/median LOS, readmission rate, observation volume, procedure volume, data quality pass rate, and API coverage are defined.",Deliverable exists at docs/kpi_dictionary.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; KPI; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Define core KPI dictionary entries,New,Create the first complete version of the artifact or implementation for Define core KPI dictionary entries.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; KPI; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Define core KPI dictionary entries,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Define core KPI dictionary entries.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; KPI; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Write SQL validation queries for core KPIs,,New,"As a BI developer, I want write sql validation queries for core kpis so that each core KPI has an independent SQL validation query.",Deliverable exists at sql/08_kpi_validation_queries.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Validation; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Write SQL validation queries for core KPIs,New,Create the first complete version of the artifact or implementation for Write SQL validation queries for core KPIs.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Validation; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Write SQL validation queries for core KPIs,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Write SQL validation queries for core KPIs.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Validation; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Commit and link implementation evidence for Write SQL validation queries for core KPIs,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Write SQL validation queries for core KPIs.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Validation; Evidence; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Reconcile KPI outputs to gold marts,,New,"As a BI developer, I want reconcile kpi outputs to gold marts so that KPI values match expected mart outputs before Power BI work begins.",Deliverable exists at docs/kpi_validation_log.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Reconciliation; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Reconcile KPI outputs to gold marts,New,Create the first complete version of the artifact or implementation for Reconcile KPI outputs to gold marts.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Reconciliation; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Reconcile KPI outputs to gold marts,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Reconcile KPI outputs to gold marts.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Reconciliation; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Commit and link implementation evidence for Reconcile KPI outputs to gold marts,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Reconcile KPI outputs to gold marts.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Reconciliation; Evidence; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Feature,,"Data Assets, Lineage, and Scorecards",,,New,"Document trust, ownership, lineage, and asset readiness.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Data; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Create data asset catalog,,New,"As a data steward, I want create data asset catalog so that tables, views, marts, dashboards, and API views are cataloged.",Deliverable exists at docs/data_asset_catalog.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Catalog; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Create data asset catalog,New,Create the first complete version of the artifact or implementation for Create data asset catalog.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Catalog; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Create data asset catalog,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create data asset catalog.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Catalog; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Create data lineage document,,New,"As a data steward, I want create data lineage document so that source-to-bronze-to-silver-to-gold-to-Power-BI/API lineage is traceable.",Deliverable exists at docs/data_lineage.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Lineage; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Create data lineage document,New,Create the first complete version of the artifact or implementation for Create data lineage document.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Lineage; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Create data lineage document,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create data lineage document.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Lineage; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Create data asset scorecards,,New,"As a data steward, I want create data asset scorecards so that key assets have reliability, documentation, validation, security, and adoption ratings.",Deliverable exists at docs/data_asset_scorecards.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Scorecards; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Create data asset scorecards,New,Create the first complete version of the artifact or implementation for Create data asset scorecards.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Scorecards; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Create data asset scorecards,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create data asset scorecards.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Scorecards; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,"Document ownership, stewardship, and security assumptions",,New,"As a project owner, I want document ownership, stewardship, and security assumptions so that ownership and least-privilege assumptions are clear.",Deliverable exists at docs/security_model.md; docs/data_governance_plan.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Ownership; Security; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,"Draft/build artifact for Document ownership, stewardship, and security assumptions",New,"Create the first complete version of the artifact or implementation for Document ownership, stewardship, and security assumptions.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Ownership; Security; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,"Validate and document Document ownership, stewardship, and security assumptions",New,"Check the work against acceptance criteria, document assumptions, and record evidence for Document ownership, stewardship, and security assumptions.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Ownership; Security; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Epic,Power BI Reporting,,,,New,"Build governed Power BI semantic model, DAX measures, dashboard pages, screenshots, and metric reconciliation evidence.",,ClinicalPulse; Sprint-6; Phase-6; E06; Power-BI; Reporting; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Feature,,Power BI Semantic Model,,,New,Build and validate the Power BI semantic model on gold tables/views.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Power; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Connect Power BI to SQL Server gold schema,,New,"As a BI developer, I want connect power bi to sql server gold schema so that Power BI uses gold tables/views rather than raw files or bronze tables.",Deliverable exists at powerbi/semantic_model_notes.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Power-BI; Gold; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Connect Power BI to SQL Server gold schema,New,Create the first complete version of the artifact or implementation for Connect Power BI to SQL Server gold schema.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Power-BI; Gold; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Connect Power BI to SQL Server gold schema,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Connect Power BI to SQL Server gold schema.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Power-BI; Gold; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Commit and link implementation evidence for Connect Power BI to SQL Server gold schema,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Connect Power BI to SQL Server gold schema.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Power-BI; Gold; Evidence; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Build relationships and date table,,New,"As a BI developer, I want build relationships and date table so that the semantic model supports consistent filtering by date, encounter class, organization, age band, condition group, and procedure group.",Deliverable exists at powerbi/semantic_model_notes.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Semantic-Model; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Build relationships and date table,New,Create the first complete version of the artifact or implementation for Build relationships and date table.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Semantic-Model; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Build relationships and date table,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Build relationships and date table.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Semantic-Model; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Commit and link implementation evidence for Build relationships and date table,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Build relationships and date table.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Semantic-Model; Evidence; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Document DAX measure definitions,,New,"As a BI developer, I want document dax measure definitions so that all dashboard measures are documented in plain English and DAX form.",Deliverable exists at powerbi/measure_definitions.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; DAX; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Document DAX measure definitions,New,Create the first complete version of the artifact or implementation for Document DAX measure definitions.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; DAX; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Document DAX measure definitions,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Document DAX measure definitions.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; DAX; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Commit and link implementation evidence for Document DAX measure definitions,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Document DAX measure definitions.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; DAX; Evidence; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Validate DAX measures against SQL outputs,,New,"As a BI developer, I want validate dax measures against sql outputs so that Power BI KPI outputs reconcile to SQL validation queries.",Deliverable exists at docs/powerbi_validation_log.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Validation; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Validate DAX measures against SQL outputs,New,Create the first complete version of the artifact or implementation for Validate DAX measures against SQL outputs.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Validation; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Validate DAX measures against SQL outputs,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Validate DAX measures against SQL outputs.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Validation; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Commit and link implementation evidence for Validate DAX measures against SQL outputs,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Validate DAX measures against SQL outputs.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Validation; Evidence; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Feature,,Dashboard Pages,,,New,Create stakeholder-facing dashboard pages for core operational use cases.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Dashboard; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Build Executive Overview dashboard page,,New,"As a executive viewer, I want build executive overview dashboard page so that high-level operational health, KPI trends, and data quality score are visible.",Deliverable exists at powerbi/screenshots/executive_overview.png; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Dashboard; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Build Executive Overview dashboard page,New,Create the first complete version of the artifact or implementation for Build Executive Overview dashboard page.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Dashboard; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Build Executive Overview dashboard page,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Build Executive Overview dashboard page.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Dashboard; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Build Patient Flow and LOS dashboard pages,,New,"As a operational manager, I want build patient flow and los dashboard pages so that encounter volume, LOS distribution, and long-stay indicators can be explored.",Deliverable exists at powerbi/screenshots/patient_flow.png; powerbi/screenshots/length_of_stay.png; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Patient-Flow; LOS; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Build Patient Flow and LOS dashboard pages,New,Create the first complete version of the artifact or implementation for Build Patient Flow and LOS dashboard pages.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Patient-Flow; LOS; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Build Patient Flow and LOS dashboard pages,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Build Patient Flow and LOS dashboard pages.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Patient-Flow; LOS; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Build Readmissions dashboard page,,New,"As a operational manager, I want build readmissions dashboard page so that 30-day readmission count/rate and days-to-readmission patterns are visible.",Deliverable exists at powerbi/screenshots/readmissions.png; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Readmissions; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Build Readmissions dashboard page,New,Create the first complete version of the artifact or implementation for Build Readmissions dashboard page.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Readmissions; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Build Readmissions dashboard page,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Build Readmissions dashboard page.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Readmissions; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Build Conditions and Procedures dashboard page,,New,"As a operational manager, I want build conditions and procedures dashboard page so that case mix and utilization patterns are visible.",Deliverable exists at powerbi/screenshots/conditions_procedures.png; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Utilization; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Build Conditions and Procedures dashboard page,New,Create the first complete version of the artifact or implementation for Build Conditions and Procedures dashboard page.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Utilization; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Build Conditions and Procedures dashboard page,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Build Conditions and Procedures dashboard page.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Utilization; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
