External ID,Parent External ID,Work Item Type,Title,State,Sprint,Phase,Epic,Feature,Description,Acceptance Criteria,Tags,Suggested Repo Artifact,Notes
T05.02.02.1,US05.02.02,Task,Draft/build artifact for Write SQL validation queries for core KPIs,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,F05.02 KPI Dictionary and Validation,Create the first complete version of the artifact or implementation for Write SQL validation queries for core KPIs.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Validation; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/08_kpi_validation_queries.sql,
T05.02.02.2,US05.02.02,Task,Validate and document Write SQL validation queries for core KPIs,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,F05.02 KPI Dictionary and Validation,"Check the work against acceptance criteria, document assumptions, and record evidence for Write SQL validation queries for core KPIs.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Validation; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/08_kpi_validation_queries.sql,
T05.02.02.3,US05.02.02,Task,Commit and link implementation evidence for Write SQL validation queries for core KPIs,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,F05.02 KPI Dictionary and Validation,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Write SQL validation queries for core KPIs.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Validation; Evidence; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/08_kpi_validation_queries.sql,
US05.02.03,F05.02,User Story,Reconcile KPI outputs to gold marts,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,F05.02 KPI Dictionary and Validation,"As a BI developer, I want reconcile kpi outputs to gold marts so that KPI values match expected mart outputs before Power BI work begins.",Deliverable exists at docs/kpi_validation_log.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Reconciliation; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,docs/kpi_validation_log.md,
T05.02.03.1,US05.02.03,Task,Draft/build artifact for Reconcile KPI outputs to gold marts,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,F05.02 KPI Dictionary and Validation,Create the first complete version of the artifact or implementation for Reconcile KPI outputs to gold marts.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Reconciliation; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,docs/kpi_validation_log.md,
T05.02.03.2,US05.02.03,Task,Validate and document Reconcile KPI outputs to gold marts,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,F05.02 KPI Dictionary and Validation,"Check the work against acceptance criteria, document assumptions, and record evidence for Reconcile KPI outputs to gold marts.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Reconciliation; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,docs/kpi_validation_log.md,
T05.02.03.3,US05.02.03,Task,Commit and link implementation evidence for Reconcile KPI outputs to gold marts,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,F05.02 KPI Dictionary and Validation,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Reconcile KPI outputs to gold marts.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Reconciliation; Evidence; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,docs/kpi_validation_log.md,
F05.03,E05,Feature,"Data Assets, Lineage, and Scorecards",New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,"F05.03 Data Assets, Lineage, and Scorecards","Document trust, ownership, lineage, and asset readiness.","Feature is complete when the data asset catalog, lineage document, scorecards, dashboard catalog, ownership assumptions, and readiness ratings describe trust and usage for key assets.",ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Data; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,,
US05.03.01,F05.03,User Story,Create data asset catalog,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,"F05.03 Data Assets, Lineage, and Scorecards","As a data steward, I want create data asset catalog so that tables, views, marts, dashboards, and API views are cataloged.",Deliverable exists at docs/data_asset_catalog.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Catalog; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/data_asset_catalog.md,
T05.03.01.1,US05.03.01,Task,Draft/build artifact for Create data asset catalog,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,"F05.03 Data Assets, Lineage, and Scorecards",Create the first complete version of the artifact or implementation for Create data asset catalog.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Catalog; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/data_asset_catalog.md,
T05.03.01.2,US05.03.01,Task,Validate and document Create data asset catalog,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,"F05.03 Data Assets, Lineage, and Scorecards","Check the work against acceptance criteria, document assumptions, and record evidence for Create data asset catalog.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Catalog; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/data_asset_catalog.md,
US05.03.02,F05.03,User Story,Create data lineage document,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,"F05.03 Data Assets, Lineage, and Scorecards","As a data steward, I want create data lineage document so that source-to-bronze-to-silver-to-gold-to-Power-BI/API lineage is traceable.",Deliverable exists at docs/data_lineage.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Lineage; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/data_lineage.md,
T05.03.02.1,US05.03.02,Task,Draft/build artifact for Create data lineage document,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,"F05.03 Data Assets, Lineage, and Scorecards",Create the first complete version of the artifact or implementation for Create data lineage document.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Lineage; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/data_lineage.md,
T05.03.02.2,US05.03.02,Task,Validate and document Create data lineage document,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,"F05.03 Data Assets, Lineage, and Scorecards","Check the work against acceptance criteria, document assumptions, and record evidence for Create data lineage document.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Lineage; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/data_lineage.md,
US05.03.03,F05.03,User Story,Create data asset scorecards,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,"F05.03 Data Assets, Lineage, and Scorecards","As a data steward, I want create data asset scorecards so that key assets have reliability, documentation, validation, security, and adoption ratings.",Deliverable exists at docs/data_asset_scorecards.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Scorecards; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/data_asset_scorecards.md,
T05.03.03.1,US05.03.03,Task,Draft/build artifact for Create data asset scorecards,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,"F05.03 Data Assets, Lineage, and Scorecards",Create the first complete version of the artifact or implementation for Create data asset scorecards.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Scorecards; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/data_asset_scorecards.md,
T05.03.03.2,US05.03.03,Task,Validate and document Create data asset scorecards,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,"F05.03 Data Assets, Lineage, and Scorecards","Check the work against acceptance criteria, document assumptions, and record evidence for Create data asset scorecards.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Scorecards; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/data_asset_scorecards.md,
US05.03.04,F05.03,User Story,"Document ownership, stewardship, and security assumptions",New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,"F05.03 Data Assets, Lineage, and Scorecards","As a project owner, I want document ownership, stewardship, and security assumptions so that ownership and least-privilege assumptions are clear.",Deliverable exists at docs/security_model.md; docs/data_governance_plan.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Ownership; Security; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/security_model.md; docs/data_governance_plan.md,
T05.03.04.1,US05.03.04,Task,"Draft/build artifact for Document ownership, stewardship, and security assumptions",New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,"F05.03 Data Assets, Lineage, and Scorecards","Create the first complete version of the artifact or implementation for Document ownership, stewardship, and security assumptions.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Ownership; Security; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/security_model.md; docs/data_governance_plan.md,
T05.03.04.2,US05.03.04,Task,"Validate and document Document ownership, stewardship, and security assumptions",New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,"F05.03 Data Assets, Lineage, and Scorecards","Check the work against acceptance criteria, document assumptions, and record evidence for Document ownership, stewardship, and security assumptions.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Ownership; Security; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/security_model.md; docs/data_governance_plan.md,
F06.01,E06,Feature,Power BI Semantic Model,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.01 Power BI Semantic Model,Build and validate the Power BI semantic model on gold tables/views.,"Feature is complete when Power BI connects to gold tables/views, relationships and date logic are modeled cleanly, DAX measures are documented, and dashboard values reconcile to SQL validation outputs.",ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Power; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,,
US06.01.01,F06.01,User Story,Connect Power BI to SQL Server gold schema,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.01 Power BI Semantic Model,"As a BI developer, I want connect power bi to sql server gold schema so that Power BI uses gold tables/views rather than raw files or bronze tables.",Deliverable exists at powerbi/semantic_model_notes.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Power-BI; Gold; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/semantic_model_notes.md,
T06.01.01.1,US06.01.01,Task,Draft/build artifact for Connect Power BI to SQL Server gold schema,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.01 Power BI Semantic Model,Create the first complete version of the artifact or implementation for Connect Power BI to SQL Server gold schema.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Power-BI; Gold; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/semantic_model_notes.md,
T06.01.01.2,US06.01.01,Task,Validate and document Connect Power BI to SQL Server gold schema,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.01 Power BI Semantic Model,"Check the work against acceptance criteria, document assumptions, and record evidence for Connect Power BI to SQL Server gold schema.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Power-BI; Gold; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/semantic_model_notes.md,
T06.01.01.3,US06.01.01,Task,Commit and link implementation evidence for Connect Power BI to SQL Server gold schema,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.01 Power BI Semantic Model,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Connect Power BI to SQL Server gold schema.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Power-BI; Gold; Evidence; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/semantic_model_notes.md,
US06.01.02,F06.01,User Story,Build relationships and date table,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.01 Power BI Semantic Model,"As a BI developer, I want build relationships and date table so that the semantic model supports consistent filtering by date, encounter class, organization, age band, condition group, and procedure group.",Deliverable exists at powerbi/semantic_model_notes.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Semantic-Model; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/semantic_model_notes.md,
T06.01.02.1,US06.01.02,Task,Draft/build artifact for Build relationships and date table,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.01 Power BI Semantic Model,Create the first complete version of the artifact or implementation for Build relationships and date table.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Semantic-Model; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/semantic_model_notes.md,
T06.01.02.2,US06.01.02,Task,Validate and document Build relationships and date table,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.01 Power BI Semantic Model,"Check the work against acceptance criteria, document assumptions, and record evidence for Build relationships and date table.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Semantic-Model; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/semantic_model_notes.md,
T06.01.02.3,US06.01.02,Task,Commit and link implementation evidence for Build relationships and date table,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.01 Power BI Semantic Model,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Build relationships and date table.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Semantic-Model; Evidence; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/semantic_model_notes.md,
US06.01.03,F06.01,User Story,Document DAX measure definitions,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.01 Power BI Semantic Model,"As a BI developer, I want document dax measure definitions so that all dashboard measures are documented in plain English and DAX form.",Deliverable exists at powerbi/measure_definitions.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; DAX; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/measure_definitions.md,
T06.01.03.1,US06.01.03,Task,Draft/build artifact for Document DAX measure definitions,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.01 Power BI Semantic Model,Create the first complete version of the artifact or implementation for Document DAX measure definitions.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; DAX; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/measure_definitions.md,
T06.01.03.2,US06.01.03,Task,Validate and document Document DAX measure definitions,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.01 Power BI Semantic Model,"Check the work against acceptance criteria, document assumptions, and record evidence for Document DAX measure definitions.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; DAX; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/measure_definitions.md,
T06.01.03.3,US06.01.03,Task,Commit and link implementation evidence for Document DAX measure definitions,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.01 Power BI Semantic Model,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Document DAX measure definitions.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; DAX; Evidence; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/measure_definitions.md,
US06.01.04,F06.01,User Story,Validate DAX measures against SQL outputs,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.01 Power BI Semantic Model,"As a BI developer, I want validate dax measures against sql outputs so that Power BI KPI outputs reconcile to SQL validation queries.",Deliverable exists at docs/powerbi_validation_log.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Validation; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/powerbi_validation_log.md,
T06.01.04.1,US06.01.04,Task,Draft/build artifact for Validate DAX measures against SQL outputs,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.01 Power BI Semantic Model,Create the first complete version of the artifact or implementation for Validate DAX measures against SQL outputs.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Validation; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/powerbi_validation_log.md,
T06.01.04.2,US06.01.04,Task,Validate and document Validate DAX measures against SQL outputs,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.01 Power BI Semantic Model,"Check the work against acceptance criteria, document assumptions, and record evidence for Validate DAX measures against SQL outputs.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Validation; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/powerbi_validation_log.md,
T06.01.04.3,US06.01.04,Task,Commit and link implementation evidence for Validate DAX measures against SQL outputs,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.01 Power BI Semantic Model,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Validate DAX measures against SQL outputs.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.01; Validation; Evidence; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/powerbi_validation_log.md,
F06.02,E06,Feature,Dashboard Pages,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,Create stakeholder-facing dashboard pages for core operational use cases.,"Feature is complete when dashboard pages for Executive Overview, Patient Flow/LOS, Readmissions, Conditions & Procedures, Lab Operations, Data Quality/Governance, and FHIR API demonstration are built and screenshot evidence exists.",ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Dashboard; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,,
US06.02.01,F06.02,User Story,Build Executive Overview dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,"As a executive viewer, I want build executive overview dashboard page so that high-level operational health, KPI trends, and data quality score are visible.",Deliverable exists at powerbi/screenshots/executive_overview.png; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Dashboard; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/executive_overview.png,
T06.02.01.1,US06.02.01,Task,Draft/build artifact for Build Executive Overview dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,Create the first complete version of the artifact or implementation for Build Executive Overview dashboard page.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Dashboard; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/executive_overview.png,
T06.02.01.2,US06.02.01,Task,Validate and document Build Executive Overview dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,"Check the work against acceptance criteria, document assumptions, and record evidence for Build Executive Overview dashboard page.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Dashboard; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/executive_overview.png,
US06.02.02,F06.02,User Story,Build Patient Flow and LOS dashboard pages,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,"As a operational manager, I want build patient flow and los dashboard pages so that encounter volume, LOS distribution, and long-stay indicators can be explored.",Deliverable exists at powerbi/screenshots/patient_flow.png; powerbi/screenshots/length_of_stay.png; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Patient-Flow; LOS; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/patient_flow.png; powerbi/screenshots/length_of_stay.png,
T06.02.02.1,US06.02.02,Task,Draft/build artifact for Build Patient Flow and LOS dashboard pages,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,Create the first complete version of the artifact or implementation for Build Patient Flow and LOS dashboard pages.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Patient-Flow; LOS; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/patient_flow.png; powerbi/screenshots/length_of_stay.png,
T06.02.02.2,US06.02.02,Task,Validate and document Build Patient Flow and LOS dashboard pages,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,"Check the work against acceptance criteria, document assumptions, and record evidence for Build Patient Flow and LOS dashboard pages.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Patient-Flow; LOS; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/patient_flow.png; powerbi/screenshots/length_of_stay.png,
US06.02.03,F06.02,User Story,Build Readmissions dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,"As a operational manager, I want build readmissions dashboard page so that 30-day readmission count/rate and days-to-readmission patterns are visible.",Deliverable exists at powerbi/screenshots/readmissions.png; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Readmissions; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/readmissions.png,
T06.02.03.1,US06.02.03,Task,Draft/build artifact for Build Readmissions dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,Create the first complete version of the artifact or implementation for Build Readmissions dashboard page.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Readmissions; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/readmissions.png,
T06.02.03.2,US06.02.03,Task,Validate and document Build Readmissions dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,"Check the work against acceptance criteria, document assumptions, and record evidence for Build Readmissions dashboard page.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Readmissions; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/readmissions.png,
US06.02.04,F06.02,User Story,Build Conditions and Procedures dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,"As a operational manager, I want build conditions and procedures dashboard page so that case mix and utilization patterns are visible.",Deliverable exists at powerbi/screenshots/conditions_procedures.png; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Utilization; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/conditions_procedures.png,
T06.02.04.1,US06.02.04,Task,Draft/build artifact for Build Conditions and Procedures dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,Create the first complete version of the artifact or implementation for Build Conditions and Procedures dashboard page.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Utilization; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/conditions_procedures.png,
T06.02.04.2,US06.02.04,Task,Validate and document Build Conditions and Procedures dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,"Check the work against acceptance criteria, document assumptions, and record evidence for Build Conditions and Procedures dashboard page.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Utilization; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/conditions_procedures.png,
US06.02.05,F06.02,User Story,Build Lab / Observation Operations dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,"As a operational manager, I want build lab / observation operations dashboard page so that observation volume, top observation codes, and trends are visible.",Deliverable exists at powerbi/screenshots/lab_operations.png; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Lab-Operations; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/lab_operations.png,
T06.02.05.1,US06.02.05,Task,Draft/build artifact for Build Lab / Observation Operations dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,Create the first complete version of the artifact or implementation for Build Lab / Observation Operations dashboard page.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Lab-Operations; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/lab_operations.png,
T06.02.05.2,US06.02.05,Task,Validate and document Build Lab / Observation Operations dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,"Check the work against acceptance criteria, document assumptions, and record evidence for Build Lab / Observation Operations dashboard page.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Lab-Operations; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/lab_operations.png,
US06.02.06,F06.02,User Story,Build Data Quality and Governance dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,"As a data steward, I want build data quality and governance dashboard page so that quality rule status, scorecard ratings, and KPI documentation status are visible.",Deliverable exists at powerbi/screenshots/data_quality_governance.png; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Governance; Reporting-Trust; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/data_quality_governance.png,
