External ID,Parent External ID,Work Item Type,Title,Suggested Area Path,Exact Iteration Path,AP Tag,IP Tag,Original Sprint Label,Exact Sprint Assignment,Assignment Policy Note
T04.03.01.1,US04.03.01,Task,Draft/build artifact for Create patient flow mart,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.03.01.2,US04.03.01,Task,Validate and document Create patient flow mart,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.03.01.3,US04.03.01,Task,Commit and link implementation evidence for Create patient flow mart,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
US04.03.02,F04.03,User Story,Create length-of-stay and readmission marts,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.03.02.1,US04.03.02,Task,Draft/build artifact for Create length-of-stay and readmission marts,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.03.02.2,US04.03.02,Task,Validate and document Create length-of-stay and readmission marts,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.03.02.3,US04.03.02,Task,Commit and link implementation evidence for Create length-of-stay and readmission marts,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
US04.03.03,F04.03,User Story,Create lab operations and service utilization marts,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.03.03.1,US04.03.03,Task,Draft/build artifact for Create lab operations and service utilization marts,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.03.03.2,US04.03.03,Task,Validate and document Create lab operations and service utilization marts,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.03.03.3,US04.03.03,Task,Commit and link implementation evidence for Create lab operations and service utilization marts,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
US04.03.04,F04.03,User Story,Create reporting trust mart,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.03.04.1,US04.03.04,Task,Draft/build artifact for Create reporting trust mart,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.03.04.2,US04.03.04,Task,Validate and document Create reporting trust mart,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.03.04.3,US04.03.04,Task,Commit and link implementation evidence for Create reporting trust mart,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
F05.01,E05,Feature,Quality Rule Framework,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-6,Sprint 4,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
US05.01.01,F05.01,User Story,Create governance quality rule metadata table,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-6,Sprint 4,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.01.01.1,US05.01.01,Task,Draft/build artifact for Create governance quality rule metadata table,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-6,Sprint 4,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.01.01.2,US05.01.01,Task,Validate and document Create governance quality rule metadata table,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-6,Sprint 4,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.01.01.3,US05.01.01,Task,Commit and link implementation evidence for Create governance quality rule metadata table,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-6,Sprint 4,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
US05.01.02,F05.01,User Story,"Implement completeness, uniqueness, and referential integrity checks",ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-6,Sprint 4,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.01.02.1,US05.01.02,Task,"Draft/build artifact for Implement completeness, uniqueness, and referential integrity checks",ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-6,Sprint 4,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.01.02.2,US05.01.02,Task,"Validate and document Implement completeness, uniqueness, and referential integrity checks",ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-6,Sprint 4,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
US05.01.03,F05.01,User Story,"Implement validity, consistency, and freshness checks",ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-6,Sprint 4,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.01.03.1,US05.01.03,Task,"Draft/build artifact for Implement validity, consistency, and freshness checks",ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-6,Sprint 4,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.01.03.2,US05.01.03,Task,"Validate and document Implement validity, consistency, and freshness checks",ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-6,Sprint 4,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
US05.01.04,F05.01,User Story,Persist quality check results,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-6,Sprint 4,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.01.04.1,US05.01.04,Task,Draft/build artifact for Persist quality check results,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-6,Sprint 4,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.01.04.2,US05.01.04,Task,Validate and document Persist quality check results,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-6,Sprint 4,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.01.04.3,US05.01.04,Task,Commit and link implementation evidence for Persist quality check results,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-6,Sprint 4,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
F05.02,E05,Feature,KPI Dictionary and Validation,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-6,Sprint 5,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
US05.02.01,F05.02,User Story,Define core KPI dictionary entries,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-6,Sprint 5,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.02.01.1,US05.02.01,Task,Draft/build artifact for Define core KPI dictionary entries,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-6,Sprint 5,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.02.01.2,US05.02.01,Task,Validate and document Define core KPI dictionary entries,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-6,Sprint 5,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
US05.02.02,F05.02,User Story,Write SQL validation queries for core KPIs,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-6,Sprint 5,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.02.02.1,US05.02.02,Task,Draft/build artifact for Write SQL validation queries for core KPIs,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-6,Sprint 5,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.02.02.2,US05.02.02,Task,Validate and document Write SQL validation queries for core KPIs,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-6,Sprint 5,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.02.02.3,US05.02.02,Task,Commit and link implementation evidence for Write SQL validation queries for core KPIs,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-6,Sprint 5,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
US05.02.03,F05.02,User Story,Reconcile KPI outputs to gold marts,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-6,Sprint 5,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.02.03.1,US05.02.03,Task,Draft/build artifact for Reconcile KPI outputs to gold marts,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-6,Sprint 5,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.02.03.2,US05.02.03,Task,Validate and document Reconcile KPI outputs to gold marts,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-6,Sprint 5,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.02.03.3,US05.02.03,Task,Commit and link implementation evidence for Reconcile KPI outputs to gold marts,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-6,Sprint 5,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
F05.03,E05,Feature,"Data Assets, Lineage, and Scorecards",ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 4-6,Sprint 6,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
US05.03.01,F05.03,User Story,Create data asset catalog,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 4-6,Sprint 6,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.03.01.1,US05.03.01,Task,Draft/build artifact for Create data asset catalog,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 4-6,Sprint 6,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.03.01.2,US05.03.01,Task,Validate and document Create data asset catalog,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 4-6,Sprint 6,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
US05.03.02,F05.03,User Story,Create data lineage document,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 4-6,Sprint 6,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.03.02.1,US05.03.02,Task,Draft/build artifact for Create data lineage document,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 4-6,Sprint 6,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.03.02.2,US05.03.02,Task,Validate and document Create data lineage document,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 4-6,Sprint 6,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
US05.03.03,F05.03,User Story,Create data asset scorecards,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 4-6,Sprint 6,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.03.03.1,US05.03.03,Task,Draft/build artifact for Create data asset scorecards,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 4-6,Sprint 6,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.03.03.2,US05.03.03,Task,Validate and document Create data asset scorecards,ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 4-6,Sprint 6,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
US05.03.04,F05.03,User Story,"Document ownership, stewardship, and security assumptions",ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 4-6,Sprint 6,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.03.04.1,US05.03.04,Task,"Draft/build artifact for Document ownership, stewardship, and security assumptions",ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 4-6,Sprint 6,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
T05.03.04.2,US05.03.04,Task,"Validate and document Document ownership, stewardship, and security assumptions",ClinicalPulse\Data Quality & Governance,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Data Quality & Governance,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 4-6,Sprint 6,"Split Sprint 4-6 into Sprint 4 for quality-rule framework, Sprint 5 for KPI validation, and Sprint 6 for asset/lineage/scorecard governance; E05 assigned to Sprint 6 as the completion sprint."
F06.01,E06,Feature,Power BI Semantic Model,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
US06.01.01,F06.01,User Story,Connect Power BI to SQL Server gold schema,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.01.01.1,US06.01.01,Task,Draft/build artifact for Connect Power BI to SQL Server gold schema,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.01.01.2,US06.01.01,Task,Validate and document Connect Power BI to SQL Server gold schema,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.01.01.3,US06.01.01,Task,Commit and link implementation evidence for Connect Power BI to SQL Server gold schema,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
US06.01.02,F06.01,User Story,Build relationships and date table,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.01.02.1,US06.01.02,Task,Draft/build artifact for Build relationships and date table,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
